Date,SKU,Product Name,Category,Units Sold,Unit Cost,Unit Price,Inventory On Hand,Revenue,COGS,Gross Margin %,Discount,Net Profit
2025-06-11,SKU-HOU-096,Chicken Breast (lb),Household,16,5.07,7.72,52,123.53,81.17,34.29,5.64,36.71
2025-02-19,SKU-MET-097,Greek Yogurt 4pk,Meat,22,7.66,13.23,140,291.11,168.51,42.11,1.73,120.87
2025-05-12,SKU-PRD-004,Laundry Detergent 64oz,Produce,22,10.49,18.35,154,403.72,230.67,42.86,30.40,142.65
2025-10-19,SKU-DRY-063,Potato Chips 8oz,Dairy,6,9.37,16.56,57,99.36,56.20,43.44,0.20,42.96
2025-07-15,SKU-BAK-064,Potato Chips 8oz,Bakery,4,11.92,15.70,40,62.79,47.69,24.04,5.77,9.33
2025-11-29,SKU-DRY-025,Pasta 16oz,Dairy,21,13.50,27.58,17,579.20,283.47,51.06,72.10,223.64
2025-05-30,SKU-FRZ-025,Olive Oil 1L,Frozen,1,14.10,20.36,217,20.36,14.10,30.74,1.52,4.74
2025-08-23,SKU-SNK-074,Whole Milk 1gal,Snacks,4,6.63,12.89,0,51.57,26.51,48.58,0.68,24.37
2025-10-23,SKU-SNK-062,Frozen Pizza,Snacks,7,11.04,15.85,162,110.94,77.31,30.32,5.35,28.28
2025-03-21,SKU-BAK-025,Sourdough Bread,Bakery,16,2.68,5.34,46,85.50,42.90,49.83,1.42,41.18
2025-08-25,SKU-BEV-075,Orange Juice 1L,Beverages,20,12.06,14.81,214,296.18,241.23,18.55,3.22,51.73
2025-09-15,SKU-BAK-032,Granola Bars 12ct,Bakery,28,6.59,8.41,121,235.56,184.40,21.72,32.54,18.63
2025-09-19,SKU-BEV-104,Apples (3lb bag),Beverages,24,11.11,22.38,115,537.12,266.58,50.37,61.77,208.78
2025-05-13,SKU-DRY-039,Bananas (lb),Dairy,19,10.12,16.58,50,315.03,192.31,38.95,55.25,67.47
2025-08-21,SKU-MET-046,Frozen Pizza,Meat,8,12.68,21.33,205,170.65,101.44,40.56,27.42,41.80
2025-06-12,SKU-SEA-051,Laundry Detergent 64oz,Seafood,21,16.26,24.71,177,518.94,341.51,34.19,6.84,170.59
2025-10-21,SKU-BAK-004,Orange Juice 1L,Bakery,17,12.93,21.27,48,361.53,219.74,39.22,25.57,116.23
2025-03-24,SKU-DRY-024,Olive Oil 1L,Dairy,2,1.69,2.19,32,4.38,3.38,22.83,0.60,0.40
2025-03-03,SKU-SEA-058,Whole Milk 1gal,Seafood,28,13.77,17.92,125,501.73,385.52,23.16,28.56,87.65
2025-05-16,SKU-BEV-041,Frozen Pizza,Beverages,4,0.93,1.52,155,6.07,3.70,39.02,0.26,2.11
2025-09-06,SKU-BEV-100,Eggs 12ct,Beverages,30,17.13,25.13,89,753.95,513.76,31.86,10.87,229.31
2025-10-23,SKU-HOU-058,Orange Juice 1L,Household,5,14.94,29.28,114,146.38,74.71,48.96,0.61,71.06
2025-08-30,SKU-MET-073,Olive Oil 1L,Meat,30,11.10,22.34,173,670.14,332.97,50.31,42.54,294.63
2025-11-08,SKU-SEA-024,Laundry Detergent 64oz,Seafood,17,6.76,9.12,155,155.12,114.86,25.95,14.00,26.25
2025-05-12,SKU-DRY-070,Pasta 16oz,Dairy,17,16.98,27.94,200,474.95,288.58,39.24,39.02,147.34
2025-08-04,SKU-DRY-076,Frozen Pizza,Dairy,26,15.02,28.86,67,750.35,390.43,47.97,8.35,351.57
2025-08-12,SKU-PRD-109,Ground Beef 1lb,Produce,9,14.95,21.42,27,192.79,134.54,30.22,22.77,35.49
2025-05-31,SKU-PAN-087,Eggs 12ct,Pantry,25,13.04,23.32,105,582.91,325.98,44.08,6.59,250.34
2025-06-21,SKU-HOU-015,Laundry Detergent 64oz,Household,8,12.98,26.34,107,210.74,103.82,50.74,8.43,98.49
2025-08-16,SKU-BAK-001,Ground Beef 1lb,Bakery,23,2.74,4.90,136,112.77,62.97,44.16,11.82,37.97
2025-05-14,SKU-SNK-021,Apples (3lb bag),Snacks,1,4.60,8.29,148,8.29,4.60,44.53,1.48,2.22
2025-12-20,SKU-BAK-070,Soda 12oz 6pk,Bakery,29,10.67,19.50,111,565.55,309.57,45.26,51.82,204.16
2025-05-27,SKU-SEA-115,Chicken Breast (lb),Seafood,4,9.27,17.56,47,70.23,37.07,47.21,3.50,29.65
2025-07-15,SKU-SNK-110,Whole Milk 1gal,Snacks,28,14.51,22.53,185,630.77,406.37,35.58,50.28,174.12
2025-09-10,SKU-DRY-088,Frozen Pizza,Dairy,27,3.97,7.53,150,203.37,107.06,47.36,24.26,72.05
2025-03-27,SKU-MET-115,Rice 5lb,Meat,7,11.95,22.71,195,158.99,83.64,47.39,10.16,65.18
2025-05-17,SKU-HOU-082,Dish Soap 24oz,Household,2,9.11,13.48,121,26.96,18.22,32.41,3.50,5.24
2025-05-15,SKU-PAN-036,Olive Oil 1L,Pantry,4,16.81,34.62,39,138.48,67.24,51.45,23.91,47.33
2025-05-12,SKU-BEV-014,Whole Milk 1gal,Beverages,11,1.79,2.21,186,24.28,19.69,18.89,0.91,3.67
2025-04-06,SKU-DRY-046,Dish Soap 24oz,Dairy,25,11.47,15.99,0,399.73,286.72,28.27,59.88,53.13
2025-07-21,SKU-PRD-015,Chicken Breast (lb),Produce,5,6.15,12.68,121,63.40,30.73,51.53,5.95,26.72
2025-02-02,SKU-DRY-100,Rice 5lb,Dairy,10,13.33,20.14,35,201.35,133.28,33.81,33.08,34.99
2025-02-10,SKU-MET-088,Granola Bars 12ct,Meat,29,6.18,9.93,176,287.88,179.08,37.79,15.79,93.01
2025-05-01,SKU-SEA-086,Eggs 12ct,Seafood,30,14.81,20.97,207,629.03,444.40,29.35,103.17,81.47
2025-10-03,SKU-PRD-056,Olive Oil 1L,Produce,15,9.59,17.00,41,254.99,143.89,43.57,10.48,100.62
2025-01-13,SKU-MET-095,Apples (3lb bag),Meat,20,14.68,24.20,93,483.94,293.69,39.31,5.49,184.76
2025-04-08,SKU-PAN-002,Frozen Pizza,Pantry,19,17.73,35.43,203,673.22,336.95,49.95,13.20,323.07
2025-03-05,SKU-DRY-063,Sourdough Bread,Dairy,12,10.95,16.47,97,197.60,131.38,33.51,4.84,61.38
2025-04-16,SKU-SEA-057,Dish Soap 24oz,Seafood,29,1.53,2.10,166,60.82,44.35,27.07,0.64,15.82
2025-06-07,SKU-BEV-115,Orange Juice 1L,Beverages,24,12.46,20.11,48,482.73,299.14,38.03,48.04,135.55
2025-06-04,SKU-SNK-024,Rice 5lb,Snacks,21,9.29,13.58,120,285.15,195.05,31.60,49.58,40.52
2025-04-05,SKU-SNK-117,Apples (3lb bag),Snacks,12,7.95,16.61,92,199.35,95.35,52.17,26.47,77.54
2025-01-06,SKU-BAK-090,Soda 12oz 6pk,Bakery,8,13.97,25.39,43,203.14,111.73,45.00,7.30,84.11
2025-06-19,SKU-SNK-095,Dish Soap 24oz,Snacks,2,4.62,8.07,8,16.15,9.25,42.72,0.18,6.72
2025-03-14,SKU-MET-036,Potato Chips 8oz,Meat,10,17.26,32.74,19,327.37,172.61,47.27,58.80,95.96
2025-01-27,SKU-PAN-033,Pasta 16oz,Pantry,24,8.57,15.17,54,364.02,205.77,43.47,53.32,104.92
2025-11-16,SKU-SNK-067,Salmon Fillet (lb),Snacks,13,3.01,3.90,27,50.66,39.07,22.89,1.13,10.47
2025-08-13,SKU-PAN-018,Eggs 12ct,Pantry,24,2.86,4.07,79,97.62,68.63,29.69,17.34,11.65
2025-04-23,SKU-PRD-006,Laundry Detergent 64oz,Produce,9,17.59,26.99,179,242.90,158.33,34.82,21.86,62.72
2025-11-16,SKU-SNK-101,Frozen Pizza,Snacks,1,3.15,4.90,122,4.90,3.15,35.73,0.22,1.53
2025-05-17,SKU-BEV-113,Frozen Pizza,Beverages,24,12.29,20.93,217,502.28,294.92,41.28,36.97,170.39
2025-12-17,SKU-BAK-039,Pasta 16oz,Bakery,13,2.06,2.87,66,37.34,26.78,28.29,0.64,9.92
2025-07-08,SKU-FRZ-026,Salmon Fillet (lb),Frozen,25,10.09,13.43,141,335.73,252.16,24.89,19.61,63.96
2025-01-14,SKU-PAN-061,Granola Bars 12ct,Pantry,26,2.94,5.14,131,133.70,76.44,42.83,6.82,50.44
2025-04-21,SKU-FRZ-114,Potato Chips 8oz,Frozen,5,7.61,10.18,148,50.91,38.04,25.28,7.70,5.17
2025-06-22,SKU-SNK-116,Paper Towels 6ct,Snacks,20,3.21,4.31,89,86.20,64.20,25.53,7.63,14.37
2025-02-22,SKU-DRY-055,Pasta 16oz,Dairy,15,9.82,17.50,32,262.47,147.26,43.89,47.05,68.16
2025-01-21,SKU-DRY-097,Ground Beef 1lb,Dairy,2,10.55,17.18,176,34.36,21.11,38.57,5.09,8.16
2025-10-22,SKU-BEV-019,Rice 5lb,Beverages,15,17.42,26.31,123,394.71,261.32,33.79,10.62,122.78
2025-04-14,SKU-PAN-072,Greek Yogurt 4pk,Pantry,19,14.11,24.40,186,463.66,268.17,42.16,79.65,115.84
2025-07-11,SKU-HOU-111,Pasta 16oz,Household,9,2.17,4.44,154,39.94,19.56,51.02,4.77,15.61
2025-10-22,SKU-BEV-022,Frozen Pizza,Beverages,4,3.13,4.04,22,16.17,12.51,22.66,1.04,2.62
2025-12-06,SKU-BEV-091,Bananas (lb),Beverages,2,7.32,12.86,214,25.72,14.63,43.09,1.32,9.76
2025-12-14,SKU-SNK-039,Paper Towels 6ct,Snacks,19,16.53,28.13,168,534.49,314.06,41.24,45.79,174.64
2025-11-10,SKU-BEV-079,Sourdough Bread,Beverages,20,6.56,9.17,115,183.41,131.16,28.49,2.21,50.04
2025-11-23,SKU-BAK-046,Salmon Fillet (lb),Bakery,13,15.33,25.64,65,333.37,199.24,40.24,56.83,77.30
2025-12-12,SKU-BEV-053,Laundry Detergent 64oz,Beverages,17,17.62,23.98,11,407.65,299.50,26.53,47.49,60.66
2025-09-24,SKU-HOU-108,Soda 12oz 6pk,Household,9,7.88,12.62,154,113.56,70.88,37.58,6.73,35.95
2025-03-21,SKU-SEA-108,Salmon Fillet (lb),Seafood,3,8.10,15.44,189,46.33,24.31,47.54,7.80,14.23
2025-07-27,SKU-BAK-090,Chicken Breast (lb),Bakery,14,17.34,21.02,171,294.32,242.81,17.50,48.08,3.43
2025-12-21,SKU-PRD-094,Paper Towels 6ct,Produce,13,8.27,13.07,89,169.93,107.55,36.71,21.89,40.48
2025-04-22,SKU-HOU-091,Granola Bars 12ct,Household,24,16.19,27.60,21,662.46,388.49,41.36,118.38,155.60
2025-12-22,SKU-FRZ-069,Paper Towels 6ct,Frozen,22,9.92,18.60,81,409.25,218.21,46.68,10.27,180.77
2025-09-04,SKU-SEA-071,Chicken Breast (lb),Seafood,7,15.15,28.62,110,200.37,106.03,47.08,5.24,89.10
2025-11-29,SKU-DRY-024,Rice 5lb,Dairy,13,16.08,26.43,14,343.55,209.05,39.15,24.10,110.40
2025-12-08,SKU-PAN-026,Potato Chips 8oz,Pantry,18,11.32,13.84,96,249.06,203.78,18.18,2.84,42.44
2025-04-21,SKU-MET-066,Eggs 12ct,Meat,13,14.26,28.29,36,367.80,185.44,49.58,7.99,174.36
2025-02-09,SKU-BEV-104,Pasta 16oz,Beverages,11,13.09,20.64,123,227.06,143.97,36.59,15.09,68.00
2025-05-21,SKU-BEV-115,Frozen Pizza,Beverages,24,4.89,10.09,25,242.14,117.42,51.51,11.70,113.01
2025-08-12,SKU-SEA-002,Potato Chips 8oz,Seafood,8,3.53,6.70,111,53.59,28.21,47.35,8.30,17.08
2025-10-15,SKU-DRY-085,Salmon Fillet (lb),Dairy,28,8.49,13.84,216,387.50,237.64,38.67,15.13,134.73
2025-09-08,SKU-BEV-077,Apples (3lb bag),Beverages,21,1.72,2.19,156,45.99,36.17,21.34,7.52,2.29
2025-02-07,SKU-MET-074,Granola Bars 12ct,Meat,27,0.98,1.36,189,36.73,26.37,28.22,6.23,4.14
2025-03-05,SKU-PRD-118,Chicken Breast (lb),Produce,19,12.91,17.06,34,324.05,245.30,24.30,15.30,63.45
2025-01-21,SKU-MET-060,Bananas (lb),Meat,18,4.08,5.68,178,102.29,73.44,28.20,1.64,27.20
2025-12-05,SKU-BEV-051,Apples (3lb bag),Beverages,26,14.75,17.94,214,466.33,383.58,17.74,32.39,50.36
2025-02-10,SKU-FRZ-096,Olive Oil 1L,Frozen,8,6.64,8.67,217,69.38,53.10,23.46,1.85,14.42
2025-09-09,SKU-BEV-052,Ground Beef 1lb,Beverages,8,15.18,23.01,69,184.10,121.42,34.05,5.35,57.33
2025-05-28,SKU-FRZ-108,Greek Yogurt 4pk,Frozen,3,16.79,34.90,199,104.69,50.38,51.88,13.48,40.83
2025-06-28,SKU-PAN-106,Chicken Breast (lb),Pantry,7,11.35,18.02,7,126.12,79.47,36.99,19.27,27.39
2025-12-24,SKU-SNK-041,Olive Oil 1L,Snacks,9,8.77,11.17,100,100.55,78.96,21.48,15.81,5.79
2025-10-12,SKU-HOU-010,Soda 12oz 6pk,Household,21,17.84,35.30,68,741.36,374.63,49.47,63.09,303.64
2025-09-29,SKU-BEV-054,Ground Beef 1lb,Beverages,15,10.08,20.00,162,299.98,151.16,49.61,37.31,111.51
2025-03-11,SKU-MET-111,Granola Bars 12ct,Meat,2,12.28,22.77,27,45.55,24.56,46.07,7.70,13.29
2025-10-18,SKU-BEV-006,Greek Yogurt 4pk,Beverages,25,10.44,12.70,2,317.62,261.09,17.80,17.86,38.68
2025-05-22,SKU-HOU-014,Dish Soap 24oz,Household,13,15.38,25.58,17,332.55,199.96,39.87,24.51,108.08
2025-11-20,SKU-SNK-116,Rice 5lb,Snacks,29,1.61,2.95,67,85.64,46.64,45.53,11.81,27.18
2025-08-15,SKU-SNK-079,Granola Bars 12ct,Snacks,17,9.60,18.16,5,308.64,163.22,47.12,19.83,125.59
2025-08-02,SKU-PRD-111,Eggs 12ct,Produce,13,3.63,4.66,159,60.60,47.13,22.23,8.08,5.39
2025-09-16,SKU-MET-091,Dish Soap 24oz,Meat,15,6.91,9.97,24,149.60,103.62,30.73,16.05,29.93
2025-07-16,SKU-PRD-113,Chicken Breast (lb),Produce,21,3.54,4.33,127,91.02,74.29,18.38,5.16,11.57
2025-07-02,SKU-HOU-092,Soda 12oz 6pk,Household,24,7.26,10.02,94,240.56,174.15,27.61,20.77,45.65
2025-07-30,SKU-MET-094,Olive Oil 1L,Meat,30,6.63,10.23,199,306.96,198.77,35.25,14.15,94.04
2025-02-13,SKU-BAK-040,Bananas (lb),Bakery,4,1.00,1.50,51,5.99,4.01,33.05,0.67,1.31
2025-06-01,SKU-FRZ-011,Dish Soap 24oz,Frozen,29,13.94,25.51,139,739.70,404.17,45.36,106.05,229.48
2025-05-04,SKU-HOU-104,Bananas (lb),Household,30,3.82,4.94,143,148.29,114.48,22.80,20.45,13.35
2025-09-19,SKU-PAN-009,Paper Towels 6ct,Pantry,25,10.96,20.02,142,500.40,274.05,45.23,29.65,196.70
2025-11-27,SKU-DRY-044,Whole Milk 1gal,Dairy,22,17.14,24.54,142,539.94,377.04,30.17,40.36,122.54
2025-04-30,SKU-SEA-106,Eggs 12ct,Seafood,6,16.42,24.42,169,146.50,98.55,32.73,20.10,27.86
2025-10-07,SKU-MET-100,Whole Milk 1gal,Meat,19,3.82,7.12,122,135.21,72.54,46.35,18.20,44.47
2025-08-15,SKU-SEA-100,Sourdough Bread,Seafood,30,13.91,25.63,220,768.79,417.29,45.72,41.47,310.03
2025-02-25,SKU-BEV-078,Bananas (lb),Beverages,23,9.01,16.48,91,379.04,207.27,45.32,38.00,133.78
2025-01-21,SKU-HOU-010,Apples (3lb bag),Household,14,15.60,23.63,37,330.78,218.41,33.97,19.17,93.20
2025-05-10,SKU-PRD-074,Ground Beef 1lb,Produce,15,12.74,25.50,46,382.54,191.16,50.03,16.90,174.48
2025-06-27,SKU-PAN-086,Greek Yogurt 4pk,Pantry,21,14.28,21.73,27,456.27,299.93,34.26,25.18,131.15
2025-03-02,SKU-FRZ-104,Salmon Fillet (lb),Frozen,30,7.39,13.46,80,403.82,221.67,45.11,60.72,121.44
2025-09-11,SKU-HOU-048,Whole Milk 1gal,Household,26,14.16,20.92,41,543.93,368.10,32.33,54.32,121.51
2025-08-10,SKU-DRY-030,Granola Bars 12ct,Dairy,27,14.32,19.82,106,535.23,386.65,27.76,89.76,58.81
2025-09-12,SKU-BAK-035,Dish Soap 24oz,Bakery,30,6.29,10.30,153,308.91,188.77,38.89,27.21,92.93
2025-01-05,SKU-HOU-020,Olive Oil 1L,Household,1,0.81,1.18,71,1.18,0.81,31.37,0.01,0.36
2025-08-06,SKU-MET-032,Granola Bars 12ct,Meat,2,16.85,25.10,6,50.20,33.69,32.88,2.05,14.46
2025-09-23,SKU-PAN-086,Whole Milk 1gal,Pantry,6,9.84,19.96,26,119.75,59.03,50.70,15.79,44.93
2025-07-01,SKU-HOU-025,Soda 12oz 6pk,Household,6,7.05,12.29,113,73.74,42.32,42.61,4.88,26.54
2025-03-24,SKU-MET-031,Paper Towels 6ct,Meat,14,15.35,21.42,193,299.82,214.92,28.32,7.89,77.02
2025-08-02,SKU-DRY-069,Potato Chips 8oz,Dairy,22,10.87,15.45,66,339.83,239.10,29.64,23.65,77.09
2025-08-03,SKU-PRD-033,Olive Oil 1L,Produce,18,6.88,13.94,48,250.88,123.90,50.61,21.54,105.44
2025-08-09,SKU-DRY-077,Apples (3lb bag),Dairy,15,12.52,16.95,89,254.27,187.85,26.12,2.20,64.23
2025-05-16,SKU-HOU-049,Ground Beef 1lb,Household,17,4.76,8.45,204,143.61,80.97,43.62,14.84,47.80
2025-08-15,SKU-BAK-092,Soda 12oz 6pk,Bakery,21,1.08,1.44,97,30.20,22.75,24.69,5.06,2.39
2025-04-17,SKU-FRZ-093,Dish Soap 24oz,Frozen,8,5.58,8.49,203,67.93,44.67,34.24,11.99,11.28
2025-04-12,SKU-BAK-076,Potato Chips 8oz,Bakery,5,1.43,2.02,97,10.09,7.13,29.38,0.69,2.28
2025-04-19,SKU-MET-083,Ground Beef 1lb,Meat,3,9.67,18.13,44,54.40,29.02,46.65,7.12,18.26
2025-06-20,SKU-BAK-056,Whole Milk 1gal,Bakery,12,13.83,25.69,117,308.25,166.01,46.14,6.43,135.81
2025-03-06,SKU-PRD-031,Salmon Fillet (lb),Produce,14,9.47,11.86,135,166.07,132.58,20.17,16.16,17.33
2025-09-02,SKU-SEA-118,Laundry Detergent 64oz,Seafood,17,16.90,29.71,180,505.14,287.34,43.12,12.27,205.53
2025-09-05,SKU-HOU-032,Rice 5lb,Household,10,17.99,36.32,98,363.15,179.89,50.46,43.14,140.12
2025-09-22,SKU-FRZ-079,Greek Yogurt 4pk,Frozen,25,3.41,6.28,160,156.90,85.27,45.65,15.85,55.78
2025-07-05,SKU-FRZ-074,Olive Oil 1L,Frozen,17,17.35,31.82,39,540.91,295.00,45.46,24.15,221.77
2025-02-21,SKU-DRY-076,Dish Soap 24oz,Dairy,21,9.60,17.92,91,376.34,201.58,46.44,23.04,151.72
2025-05-26,SKU-BAK-106,Potato Chips 8oz,Bakery,25,13.89,17.15,152,428.67,347.20,19.00,19.63,61.83
2025-03-17,SKU-PRD-009,Orange Juice 1L,Produce,2,4.65,7.51,101,15.01,9.30,38.07,2.67,3.05
2025-04-28,SKU-SEA-072,Greek Yogurt 4pk,Seafood,15,17.23,30.69,110,460.41,258.45,43.87,58.87,143.10
2025-10-11,SKU-BAK-047,Apples (3lb bag),Bakery,21,10.11,13.74,20,288.63,212.32,26.44,45.91,30.41
2025-12-13,SKU-HOU-120,Frozen Pizza,Household,24,3.51,6.06,163,145.33,84.21,42.05,9.94,51.17
2025-12-15,SKU-SNK-049,Greek Yogurt 4pk,Snacks,27,10.99,21.48,10,579.88,296.86,48.81,100.15,182.87
2025-03-20,SKU-HOU-007,Salmon Fillet (lb),Household,6,10.62,21.56,145,129.33,63.69,50.75,5.62,60.03
2025-08-20,SKU-PRD-046,Apples (3lb bag),Produce,11,17.07,28.03,193,308.33,187.72,39.12,55.03,65.58
2025-02-19,SKU-BAK-069,Bananas (lb),Bakery,22,14.57,19.84,114,436.49,320.51,26.57,67.59,48.38
2025-08-23,SKU-HOU-047,Ground Beef 1lb,Household,6,10.08,19.02,53,114.11,60.51,46.98,19.45,34.16
2025-04-25,SKU-BEV-052,Whole Milk 1gal,Beverages,12,17.61,35.18,115,422.20,211.30,49.95,74.78,136.13
2025-05-03,SKU-DRY-041,Pasta 16oz,Dairy,21,5.71,10.02,8,210.39,119.97,42.98,8.46,81.96
2025-04-25,SKU-SNK-015,Paper Towels 6ct,Snacks,7,2.54,3.49,53,24.44,17.76,27.31,0.20,6.48
2025-10-22,SKU-BAK-053,Chicken Breast (lb),Bakery,3,11.76,18.37,31,55.10,35.29,35.96,1.34,18.48
2025-04-13,SKU-PRD-085,Pasta 16oz,Produce,13,7.98,13.67,218,177.77,103.76,41.63,23.19,50.82
2025-01-18,SKU-DRY-067,Pasta 16oz,Dairy,7,8.23,15.11,125,105.74,57.60,45.53,12.32,35.82
2025-10-04,SKU-BAK-067,Bananas (lb),Bakery,10,13.65,26.94,199,269.38,136.51,49.32,46.17,86.69
2025-06-07,SKU-PAN-004,Eggs 12ct,Pantry,5,6.94,11.58,114,57.90,34.72,40.03,4.21,18.97
2025-02-10,SKU-BAK-119,Pasta 16oz,Bakery,18,7.82,14.61,76,263.07,140.83,46.47,35.16,87.07
2025-08-16,SKU-BAK-019,Orange Juice 1L,Bakery,2,6.56,8.91,72,17.82,13.11,26.42,2.16,2.55
2025-06-06,SKU-SEA-016,Granola Bars 12ct,Seafood,24,1.86,3.11,96,74.73,44.69,40.20,12.93,17.12
2025-12-22,SKU-FRZ-026,Salmon Fillet (lb),Frozen,20,15.77,30.57,114,611.36,315.42,48.41,44.69,251.25
2025-05-13,SKU-SEA-061,Laundry Detergent 64oz,Seafood,13,11.55,22.78,46,296.17,150.18,49.29,21.45,124.55
2025-10-28,SKU-BEV-044,Bananas (lb),Beverages,20,14.27,18.35,164,366.96,285.40,22.23,23.14,58.42
2025-12-11,SKU-BAK-025,Chicken Breast (lb),Bakery,25,15.13,24.21,201,605.13,378.22,37.50,35.24,191.66
2025-03-19,SKU-BEV-033,Olive Oil 1L,Beverages,17,6.72,13.95,199,237.22,114.24,51.84,38.04,84.94
2025-10-01,SKU-SEA-085,Pasta 16oz,Seafood,30,15.32,20.10,199,603.01,459.51,23.80,96.34,47.16
2025-12-18,SKU-PRD-017,Chicken Breast (lb),Produce,15,0.92,1.71,177,25.72,13.78,46.44,2.04,9.91
2025-05-14,SKU-BAK-048,Granola Bars 12ct,Bakery,30,10.52,17.44,37,523.27,315.55,39.70,1.23,206.49
2025-08-27,SKU-MET-042,Salmon Fillet (lb),Meat,10,1.22,1.79,84,17.92,12.18,32.02,0.54,5.19
2025-03-18,SKU-BAK-076,Rice 5lb,Bakery,11,11.81,23.39,38,257.30,129.91,49.51,13.70,113.68
2025-07-31,SKU-SNK-045,Laundry Detergent 64oz,Snacks,13,8.23,15.55,204,202.17,106.96,47.09,25.70,69.50
2025-01-26,SKU-HOU-117,Chicken Breast (lb),Household,9,14.72,18.09,214,162.85,132.52,18.62,18.29,12.04
2025-10-10,SKU-PRD-065,Chicken Breast (lb),Produce,3,11.94,23.63,30,70.88,35.82,49.47,0.99,34.07
2025-01-26,SKU-PAN-074,Orange Juice 1L,Pantry,22,11.47,15.54,181,341.84,252.31,26.19,47.23,42.30
2025-07-06,SKU-SNK-027,Sourdough Bread,Snacks,2,1.79,3.11,158,6.22,3.58,42.49,0.67,1.97
2025-10-10,SKU-BAK-117,Eggs 12ct,Bakery,12,17.63,34.95,41,419.37,211.55,49.56,66.33,141.49
2025-03-23,SKU-BAK-058,Eggs 12ct,Bakery,7,5.63,8.63,75,60.43,39.39,34.81,5.87,15.16
2025-11-21,SKU-BEV-068,Pasta 16oz,Beverages,7,9.96,18.79,8,131.53,69.69,47.02,16.83,45.01
2025-04-05,SKU-PRD-120,Potato Chips 8oz,Produce,16,16.91,22.60,61,361.60,270.60,25.17,35.97,55.02
2025-09-13,SKU-PAN-063,Olive Oil 1L,Pantry,7,15.06,22.71,46,158.98,105.39,33.71,2.67,50.93
2025-03-11,SKU-SNK-004,Eggs 12ct,Snacks,15,0.83,1.60,21,23.96,12.43,48.12,3.75,7.78
2025-07-26,SKU-SNK-024,Laundry Detergent 64oz,Snacks,15,8.07,10.12,102,151.73,121.00,20.25,11.78,18.95
2025-11-30,SKU-HOU-051,Pasta 16oz,Household,29,5.82,10.27,164,297.69,168.91,43.26,14.22,114.57
2025-08-11,SKU-PAN-042,Salmon Fillet (lb),Pantry,17,6.26,7.60,135,129.25,106.49,17.61,3.18,19.58
2025-04-11,SKU-SNK-063,Orange Juice 1L,Snacks,19,13.24,18.61,65,353.54,251.54,28.85,3.75,98.25
2025-09-21,SKU-DRY-041,Apples (3lb bag),Dairy,26,14.53,22.83,29,593.66,377.76,36.37,55.13,160.77
2025-07-01,SKU-BEV-038,Dish Soap 24oz,Beverages,8,9.02,15.20,2,121.63,72.12,40.70,15.17,34.34
2025-02-07,SKU-HOU-102,Greek Yogurt 4pk,Household,4,3.24,6.75,118,27.01,12.96,52.03,1.90,12.15
2025-10-09,SKU-SNK-085,Sourdough Bread,Snacks,24,4.16,6.22,205,149.31,99.90,33.09,7.14,42.26
2025-09-05,SKU-SEA-025,Apples (3lb bag),Seafood,30,4.96,9.40,196,281.97,148.80,47.23,1.17,132.00
2025-05-06,SKU-BAK-039,Laundry Detergent 64oz,Bakery,24,2.39,3.79,217,90.96,57.36,36.93,12.79,20.81
2025-07-04,SKU-MET-039,Potato Chips 8oz,Meat,24,15.95,31.95,187,766.78,382.90,50.06,5.10,378.78
2025-10-18,SKU-HOU-012,Orange Juice 1L,Household,15,7.31,14.10,19,211.53,109.69,48.14,15.63,86.21
2025-06-12,SKU-MET-015,Rice 5lb,Meat,30,10.12,12.65,23,379.39,303.69,19.95,25.96,49.74
2025-12-05,SKU-BAK-008,Salmon Fillet (lb),Bakery,26,1.19,1.66,186,43.29,30.96,28.48,5.75,6.58
2025-05-10,SKU-PRD-068,Paper Towels 6ct,Produce,2,13.52,16.92,7,33.83,27.03,20.10,0.44,6.36
2025-06-07,SKU-BAK-029,Bananas (lb),Bakery,27,12.11,23.61,101,637.43,326.94,48.71,60.21,250.28
2025-02-28,SKU-FRZ-016,Frozen Pizza,Frozen,22,8.75,14.16,218,311.47,192.57,38.17,10.70,108.19
2025-08-10,SKU-SEA-054,Soda 12oz 6pk,Seafood,2,16.39,27.81,195,55.62,32.79,41.06,3.27,19.57
2025-08-13,SKU-FRZ-078,Rice 5lb,Frozen,15,12.87,24.92,82,373.77,193.04,48.35,5.84,174.88
2025-01-27,SKU-BEV-103,Salmon Fillet (lb),Beverages,1,17.60,32.57,142,32.57,17.60,45.96,2.48,12.49
2025-04-16,SKU-FRZ-068,Greek Yogurt 4pk,Frozen,2,7.87,14.39,203,28.77,15.74,45.29,1.95,11.08
2025-08-27,SKU-SEA-042,Greek Yogurt 4pk,Seafood,15,8.99,17.68,127,265.17,134.90,49.13,32.14,98.13
2025-03-18,SKU-FRZ-033,Eggs 12ct,Frozen,14,10.92,20.29,91,284.12,152.83,46.21,50.55,80.74
2025-01-02,SKU-FRZ-027,Salmon Fillet (lb),Frozen,11,15.08,18.53,1,203.87,165.89,18.63,21.09,16.89
2025-01-29,SKU-HOU-070,Olive Oil 1L,Household,29,16.91,28.68,210,831.66,490.46,41.03,40.95,300.25
2025-04-04,SKU-MET-054,Granola Bars 12ct,Meat,11,12.91,23.57,166,259.30,141.97,45.25,16.03,101.30
